#Hit,Channel,DayTime,Energy,Duration,Amplitude,ASL,FRQC
1,11,0.685467,2,191,47,23,341
2,9,0.8787202,0,23,47,21,495
3,11,0.8938585,1,93,46,23,342
4,10,0.8941368,0,14,45,27,396
5,12,1.052972,0,0,45,25,357
6,13,1.3676945,0,19,47,21,382
7,11,5.6608865,0,57,48,23,321
8,10,6.4341462,0,4,45,27,372
9,20,6.6856135,4,327,46,19,367
10,11,8.245424,0,64,45,23,401
11,13,8.6713002,0,22,45,21,406
12,12,8.9513518,0,4,45,25,395
13,13,9.042689,0,9,45,21,443
14,11,13.8325858,1,184,45,23,395
15,13,16.3879082,0,15,45,21,363
16,20,16.4037962,0,9,45,19,408
17,13,16.44379,0,0,45,21,338
18,20,16.595058,3,190,49,19,253
19,10,17.3963608,0,37,47,27,342
20,10,17.4200098,0,18,45,27,366
21,13,18.847017,0,36,48,34,352
22,10,18.9548962,3,235,48,36,303
23,13,19.5770472,0,0,45,21,337
24,13,19.6715768,0,95,46,21,345
25,1,19.7059655,0,0,45,19,452
26,11,20.1082748,0,0,45,23,420
27,14,21.8972915,0,67,47,29,366
28,7,22.9049292,2,188,48,15,358
29,13,24.3018615,0,10,46,32,449
30,10,24.5028422,8,496,50,35,238
31,10,25.1558045,0,36,47,27,340
32,11,25.6155612,0,0,45,23,444
33,16,27.9890402,2,158,48,21,433
34,11,29.7237405,0,0,45,23,440
35,10,29.8102285,0,14,45,26,363
36,10,32.5108752,0,4,45,27,364
37,12,34.260566,10,420,53,26,22
38,20,34.403243,0,13,45,19,411
39,11,34.4649205,3,288,46,23,316
40,11,37.290651,1,81,47,23,346
41,9,37.7244565,1,169,45,19,432
42,10,37.725276,0,0,45,27,350
43,13,40.3214175,0,37,48,21,312
44,10,40.4845545,1,94,48,27,296
45,13,40.841225,1,123,48,21,346
46,16,43.4733678,2,187,47,21,377
47,10,45.1376515,0,9,47,27,371
48,12,45.2876902,12,569,53,25,234
49,10,45.630904,3,226,47,27,294
50,13,47.4703425,1,109,48,21,323
51,16,47.627968,0,0,45,21,406
52,12,48.2077458,0,0,45,25,365
53,11,48.2827275,2,19,46,23,374
54,10,48.2831418,1,80,46,27,330
55,10,48.2973072,0,32,48,27,337
56,16,48.344407,0,1,46,21,445
57,20,51.2109065,0,8,45,19,473
58,16,51.4083842,0,2,45,21,498
59,12,53.4288762,0,44,48,39,306
60,16,53.5046755,16,453,55,31,273
61,16,53.5234448,1,128,46,32,378
62,12,53.7122515,0,9,45,32,419
63,16,54.4619432,0,0,45,21,486
64,10,57.2973725,0,5,47,27,385
65,12,57.3188142,0,17,47,25,378
66,22,58.9295292,0,5,45,23,155
67,6,59.0700588,0,0,45,15,721
68,11,59.1133535,0,47,48,23,405
69,12,59.1441015,0,16,46,25,335
70,12,59.5229618,1,70,48,26,325
71,11,59.5875102,0,9,45,23,450
72,22,61.545291,0,25,45,28,160
73,12,61.8896625,2,187,47,25,362
74,10,61.9780255,0,0,45,26,358
75,16,62.1002905,6,342,51,21,308
76,12,62.299799,8,446,52,25,254
77,16,62.4755985,3,243,49,21,355
78,22,62.696646,0,35,50,19,143
79,10,62.716407,0,97,45,26,338
80,10,64.554868,2,243,47,26,315
81,10,64.854009,0,80,45,27,318
82,22,64.8592918,0,10,48,19,135
83,10,65.0599275,0,4,45,27,406
84,22,65.7259518,0,17,47,19,147
85,16,67.0941575,0,11,46,21,383
86,13,67.1144782,0,9,45,21,371
87,16,67.195221,0,44,48,21,373
88,22,67.4300932,0,10,47,19,151
89,11,67.8450895,0,81,46,23,382
90,13,68.179903,0,5,45,21,395
91,20,70.0914802,0,30,49,19,291
92,22,70.1197498,0,1,45,19,151
93,20,70.4464978,15,739,58,19,198
94,10,70.8480405,1,146,47,27,299
95,12,72.7444785,5,349,49,32,291
96,13,73.0736792,0,23,46,21,387
97,10,73.3358955,0,9,45,26,338
98,10,74.935795,0,0,46,26,394
99,22,75.177428,3,100,57,19,123
100,10,75.5260562,0,1,45,26,343
101,22,77.384115,3,1,45,26,135
102,10,77.8473215,0,10,46,26,304
103,22,79.8607962,2,136,50,23,128
104,22,80.2451442,0,5,45,21,158
105,20,80.616358,5,27,52,19,232
106,22,80.6470662,0,25,46,19,149
107,11,82.5056128,0,0,45,23,418
108,20,84.5392945,0,19,47,29,386
109,10,84.6239582,1,204,47,36,347
110,12,84.8977672,4,24,50,25,30
111,22,85.371879,0,6,45,15,154
112,10,86.9429392,0,4,45,34,374
113,16,86.9917428,1,146,47,27,349
114,11,87.3000582,0,10,47,23,425
115,12,87.7767905,3,29,48,25,308
116,10,87.7814085,0,19,49,27,364
117,16,87.8098935,0,11,45,21,496
118,22,89.4636978,0,10,47,25,152
119,13,89.7141425,0,26,46,21,458
120,14,91.967638,0,32,47,19,443
121,10,92.3145342,0,17,46,27,388
122,11,92.717607,0,42,47,23,399
123,13,94.1161682,1,122,49,31,311
124,13,94.456579,1,109,46,26,340
125,10,94.4926315,0,17,45,32,329
126,11,94.492714,0,26,46,28,384
127,22,94.6724635,0,5,45,15,146
128,16,95.6721098,0,0,45,21,449
129,6,95.7341925,0,0,45,15,562
130,12,97.2285752,0,0,45,32,402
131,21,97.4931365,0,5,46,19,171
132,13,97.632706,0,90,45,21,412
133,12,97.7319782,0,40,46,25,316
134,20,97.7914698,0,16,45,19,306
135,12,97.9634288,1,56,50,25,340
136,16,98.3524738,0,4,45,21,440
137,12,98.4087012,0,70,45,25,334
138,10,98.4461912,0,6,46,26,315
139,6,100.146103,5,338,72,15,297
140,16,100.2972778,2,156,50,28,378
141,12,100.445665,0,61,46,25,361
142,12,102.5402615,0,3,45,33,369
143,13,103.0936182,1,151,49,21,358
144,10,104.8604238,2,213,47,26,354
145,6,105.9626272,2,105,68,15,294
146,12,106.244105,0,24,46,25,327
147,11,107.006118,0,10,48,23,371
148,6,107.259064,3,322,70,15,298
149,6,107.2603385,3,12,78,15,274
150,10,107.4271195,0,0,45,27,356
151,6,107.6343552,0,1,45,27,785
152,12,107.7362565,0,0,45,25,396
153,10,107.8355452,0,1,45,26,341
154,13,107.9730012,0,0,45,21,407
155,11,108.4771622,0,0,45,23,416
156,12,108.9625578,1,98,48,25,323
157,14,109.0931142,2,238,48,19,418
158,8,109.0952565,0,0,45,15,484
159,10,109.1925828,0,14,46,27,383
160,16,109.2491248,1,145,47,21,366
161,6,110.0055112,3,104,68,15,342
162,6,110.0067332,8,442,68,15,310
163,12,110.0958945,0,10,45,25,380
164,11,110.1132558,0,17,45,23,490
165,12,110.9580248,0,56,50,25,296
166,10,111.574345,2,159,49,26,283
167,11,111.9283758,0,0,45,23,449
168,20,112.0885358,1,121,49,19,295
169,13,112.5152098,0,17,45,19,434
170,6,112.8220675,1,26,52,15,374
171,6,112.9689092,3,590,65,15,435
172,6,112.9703905,3,198,75,15,384
173,13,113.152031,0,1,46,21,374
174,6,114.1591558,0,1,51,15,721
175,6,114.1601078,1,162,55,15,456
176,6,114.5733338,1,19,64,15,339
177,6,114.594743,5,109,76,19,281
178,6,114.8510965,2,103,72,25,285
179,6,115.2238725,0,0,46,26,801
180,6,115.2442812,0,0,45,26,534
181,6,115.2449325,2,56,68,26,299
182,6,115.246875,4,12,80,26,28
183,12,116.0821055,0,28,46,25,378
184,6,116.5892098,2,28,68,15,315
185,6,116.5916002,6,128,81,29,276
186,11,116.954433,0,8,45,23,433
187,12,117.1307382,0,0,45,25,369
188,6,117.502036,4,72,67,15,299
189,6,117.504605,0,12,61,21,315
190,6,117.505302,17,552,70,21,346
191,16,117.7804578,1,126,49,21,327
192,6,117.9320105,0,5,59,26,501
193,20,118.0738982,0,0,45,19,462
194,16,118.341861,0,0,45,21,490
195,10,119.2456362,0,5,45,26,383
196,12,119.7932662,0,6,46,25,376
197,13,120.060041,1,66,47,21,338
198,6,121.0211205,0,0,45,15,833
199,12,121.4057058,0,10,45,25,445
200,13,121.9881542,0,1,46,21,403
201,16,122.131137,0,63,45,21,414
202,6,122.137567,18,631,76,15,286
203,6,122.1389365,4,108,77,15,278
204,11,122.1571595,0,0,45,23,436
205,12,122.3045448,1,103,45,25,314
206,11,122.3046645,0,0,45,23,477
207,6,122.7827892,0,1,50,15,687
208,6,122.783832,7,335,78,15,286
209,11,123.0699698,0,0,45,23,39
210,10,123.805679,0,0,45,26,367
211,11,123.8059238,3,229,49,23,373
212,18,124.0684535,4,337,51,19,280
213,10,124.268722,0,0,45,26,402
214,11,124.3567512,0,8,45,23,447
215,6,124.4089505,2,67,63,15,338
216,6,124.410275,0,240,51,15,510
217,6,124.4124205,6,12,82,15,27
218,6,124.4142558,3,120,73,31,286
219,6,124.4150545,4,12,80,31,279
220,16,124.448178,0,0,45,21,448
221,12,124.5292692,0,33,46,25,344
222,11,124.7008052,2,235,46,23,359
223,11,125.1468602,0,9,45,23,462
224,10,125.709172,1,53,48,26,285
225,12,126.579664,0,4,46,25,405
226,12,127.0895575,2,305,45,25,326
227,6,127.318775,0,10,58,15,431
228,6,127.3194665,3,551,68,15,402
229,6,127.320704,9,187,72,15,302
230,13,127.5562672,2,133,50,21,313
231,12,127.7254815,0,78,45,25,339
232,11,127.7465925,0,56,46,23,375
233,13,127.9391925,2,160,49,21,341
234,6,128.1741635,2,313,66,15,409
235,10,128.2763232,0,4,45,26,336
236,6,128.4998868,0,17,57,19,426
237,16,128.9866445,0,10,46,21,458
238,11,129.0631188,1,95,48,23,343
239,14,129.2220758,0,26,47,19,508
240,13,129.2663548,0,64,48,21,340
241,10,129.9232558,0,32,47,26,351
242,6,130.7428748,12,287,71,15,309
243,6,130.7440112,4,12,80,15,272
244,11,130.9093332,0,1,45,23,430
245,6,130.9733015,0,1,54,29,603
246,6,131.273817,0,1,49,15,759
247,6,131.5481808,3,166,71,15,298
248,10,132.0773342,0,23,49,27,302
249,6,132.3836225,1,19,59,15,401
250,6,132.5075422,0,4,54,15,608
251,10,133.2963445,0,35,46,27,358
252,6,133.343576,2,64,69,15,324
253,16,133.4384878,5,546,49,21,358
254,6,133.5136175,0,1,45,19,584
255,6,133.617163,1,180,63,19,37
256,6,133.7413685,1,201,60,19,407
257,11,133.7822335,0,0,45,23,414
258,6,134.829398,0,2,55,15,550
259,6,134.8300002,2,364,72,15,318
260,6,134.833375,3,234,59,15,300
261,6,134.8342205,0,0,47,15,411
262,6,134.8350415,7,174,73,15,280
263,12,134.9736485,2,300,46,25,329
264,11,134.973965,0,0,45,23,482
265,6,135.041382,7,583,75,29,304
266,11,135.5658465,1,84,48,23,363
267,6,135.9938845,1,67,65,15,288
268,6,137.1289445,2,15,70,15,301
269,6,137.129586,2,106,70,15,293
270,6,137.1311525,0,39,60,15,314
271,6,137.1322482,16,466,83,15,25
272,7,137.1326182,1,62,45,15,396
273,6,137.1335832,7,372,75,15,301
274,6,137.1347918,2,11,75,32,286
275,6,137.9711425,0,27,61,15,360
276,6,138.1382,0,0,45,15,837
277,20,138.3691935,5,286,53,19,224
278,6,138.376543,0,2,48,15,684
279,6,138.379274,0,6,62,15,504
280,10,138.5744555,0,0,45,26,330
281,6,138.6343958,0,0,45,15,858
282,6,138.8531802,5,402,74,15,33
283,6,138.9988522,5,206,63,23,307
284,6,139.376784,1,71,56,19,333
285,6,139.3783342,3,195,72,19,457
286,6,139.380698,3,238,71,19,281
287,6,139.3996965,0,13,56,25,479
288,6,139.4004172,3,182,71,25,350
289,6,139.4028885,1,9,65,26,387
290,6,139.4044812,3,125,74,26,284
291,12,140.0668592,19,1238,53,25,226
292,11,140.0673158,6,601,50,23,302
293,10,140.0683815,0,0,45,26,309
294,6,140.100844,0,0,48,15,48
295,10,140.4718552,3,233,50,27,276
296,6,142.1427982,0,4,56,15,556
297,6,142.2377115,1,32,64,15,395
298,6,142.238454,5,180,71,15,317
299,6,142.2419998,20,544,84,32,24
300,1,142.24225,7,24,45,21,413
301,7,142.242256,6,237,45,19,420
302,5,142.2422582,6,243,45,21,421
303,4,142.2422695,6,223,45,21,433
304,2,142.2422895,4,171,45,19,492
305,3,142.242297,4,172,45,21,46
306,8,142.2423202,3,130,45,19,446
307,6,142.2841235,3,339,69,32,388
308,6,142.285598,4,12,79,32,30
309,20,142.288846,3,244,48,19,315
310,6,142.3033102,4,401,71,33,300
311,6,142.3061508,5,170,76,33,278
312,13,142.3387735,2,144,49,21,298
313,6,142.3907698,0,6,67,34,405
314,6,142.391921,2,96,73,34,279
315,6,142.4928025,0,23,59,34,401
316,6,142.725118,3,160,65,34,296
317,6,143.4689225,10,690,76,15,282
318,6,143.4714395,5,336,66,25,352
319,6,143.905372,1,76,63,26,335
320,6,144.1794745,0,196,58,15,640
321,6,144.1804948,0,27,58,15,362
322,6,144.1811632,1,61,61,15,347
323,10,144.655569,0,4,46,26,335
324,10,144.6842885,0,6,45,26,333
325,10,145.078621,0,14,45,26,315
326,11,145.3830582,1,222,45,23,443
327,10,145.3832745,0,18,46,26,349
328,13,145.4009,0,58,47,21,320
329,16,145.4645175,0,47,46,21,379
330,10,145.736292,0,5,46,27,434
331,12,145.8607535,0,17,47,25,363
332,6,146.0574275,1,10,69,15,357
333,6,146.0593178,5,12,81,15,28
334,6,146.3385418,0,85,50,29,436
335,22,146.9476652,0,5,47,15,155
336,6,147.2012782,0,67,52,15,413
337,6,147.2039638,6,344,72,15,283
338,6,147.2050092,0,0,45,15,863
339,6,147.2066335,4,11,80,15,27
340,6,147.3614835,1,94,68,29,352
341,6,147.4646942,1,48,65,29,371
342,13,147.9724382,0,0,45,21,476
343,6,148.019289,4,97,71,15,272
344,12,148.1020772,0,0,45,25,396
345,6,148.2225475,0,2,54,21,609
346,14,148.5327705,0,14,47,19,531
347,10,148.8091332,0,76,46,26,292
348,6,148.8763118,2,66,65,15,357
349,6,148.8794465,8,502,76,15,279
350,6,149.042209,13,467,74,26,283
351,6,149.043779,4,212,71,30,278
352,11,149.2473248,0,0,45,23,452
353,11,149.529406,0,135,45,23,398
354,6,149.6081598,3,633,69,15,344
355,6,149.6099102,7,464,76,15,278
356,6,149.6113995,2,10,75,15,309
357,6,149.6123135,4,12,80,15,275
358,6,149.6283105,2,223,72,30,327
359,6,149.6328375,36,975,79,30,21
360,7,149.6331415,22,663,47,19,405
361,1,149.6331505,21,661,47,21,407
362,5,149.633154,21,639,47,21,409
363,4,149.6331648,21,635,47,21,411
364,3,149.633183,19,607,47,21,418
365,2,149.6332268,17,545,47,19,416
366,8,149.633257,16,33,47,19,424
367,6,149.9334855,4,21,73,33,284
368,6,149.9349495,1,8,67,34,372
369,6,149.936126,5,12,81,34,31
370,12,150.0906775,3,365,46,25,315
371,6,150.3746015,0,2,58,30,531
372,13,150.4408965,0,42,47,21,344
373,6,150.6597095,1,53,68,15,403
374,16,150.6975682,0,4,46,21,432
375,10,150.7406668,0,0,45,27,441
376,11,150.881024,1,91,45,23,351
377,6,150.9479928,0,6,62,19,468
378,6,151.006923,1,35,72,19,325
379,6,151.008534,3,54,76,19,274
380,6,151.009734,3,73,67,19,351
381,6,151.0108252,6,123,66,19,335
382,16,151.214757,0,51,48,21,382
383,6,151.392948,1,7,72,27,339
384,6,151.3941515,3,11,77,27,274
385,13,151.791775,0,4,45,21,410
386,6,152.19162,0,1,52,15,659
387,6,152.2691162,2,19,67,15,304
388,6,152.2697925,1,6,71,15,357
389,6,152.2708052,3,32,76,15,280
390,12,152.3215292,0,0,45,25,388
391,11,152.407571,0,1,45,23,382
392,13,152.4217575,0,47,48,21,367
393,16,152.5603205,3,305,48,21,342
394,6,152.7444975,2,108,73,26,290
395,6,152.7453995,0,5,60,26,581
396,10,152.754916,1,143,48,26,324
397,12,152.8095515,5,467,49,25,300
398,6,152.9721212,7,484,70,25,291
399,6,153.585041,3,532,65,15,306
400,13,153.7463725,0,0,45,21,419
401,6,154.1446472,3,330,71,15,306
402,6,154.1464992,5,14,81,15,29
403,6,154.1481158,1,73,65,15,441
404,16,154.3989988,4,17,50,21,325
405,6,154.4841995,1,6,70,29,380
406,6,154.4865325,1,7,70,29,295
407,6,154.6479505,1,7,72,21,342
408,6,154.6497662,1,7,69,21,308
409,10,155.5543602,0,5,45,26,334
410,6,155.5613725,4,251,72,15,359
411,6,155.5638098,33,1047,84,15,24
412,5,155.5640835,8,280,45,19,409
413,7,155.5640835,8,303,45,15,411
414,1,155.5640842,8,297,45,19,408
415,4,155.564096,7,21,45,19,412
416,3,155.5641205,5,199,45,15,509
417,2,155.5641278,5,193,45,15,487
418,8,155.5641382,4,169,45,15,489
419,6,155.5828742,10,506,72,32,290
420,6,155.5842252,33,2035,76,32,296
421,20,156.0905342,0,15,46,19,437
422,6,156.4253852,3,330,72,15,294
423,11,156.5403058,0,0,45,23,393
424,10,156.5957022,0,23,47,26,382
425,6,156.6535548,0,16,49,21,555
426,6,157.4444042,0,0,49,15,698
427,11,157.689402,0,1,46,23,366
428,6,157.770969,2,471,65,15,306
429,19,157.7721712,0,11,45,15,365
430,11,157.8545295,0,25,46,23,431
431,6,157.9148825,0,0,48,19,762
432,6,157.9154832,15,589,74,19,299
433,6,157.9435332,1,27,69,28,398
434,6,158.30666,2,201,73,29,359
435,6,158.3105295,4,142,67,30,275
436,10,158.5580392,6,397,51,27,20
437,6,158.8761115,1,7,72,15,337
438,6,158.8783478,22,597,84,15,23
439,5,158.8785972,9,325,45,19,407
440,7,158.878605,9,338,45,15,422
441,1,158.878608,9,328,45,19,409
442,4,158.878608,9,319,46,19,403
443,3,158.8786292,8,300,45,15,439
444,8,158.8786292,7,26,45,15,424
445,2,158.8786332,7,274,45,15,406
446,13,159.5083345,0,0,45,21,437
447,11,159.76572,0,0,45,23,464
448,6,159.8699372,0,1,54,15,643
449,10,160.0212105,8,488,52,26,230
450,11,160.0213795,6,487,53,23,290
451,6,160.223024,0,7,65,15,461
452,13,160.4468678,0,24,45,21,341
453,11,160.5373315,3,295,48,23,344
454,6,160.543072,12,533,70,15,309
455,6,160.5446075,0,0,45,15,661
456,6,160.5453848,3,11,79,15,29
457,13,160.9523425,3,200,51,21,291
458,16,160.9956775,3,229,50,21,329
459,6,161.1049715,1,6,71,15,351
460,6,161.105587,4,12,80,15,279
461,6,161.1079495,1,7,73,15,334
462,6,161.1087038,4,12,81,15,277
463,11,161.1153228,0,1,46,23,396
464,11,161.3582158,0,65,45,23,357
465,9,161.5635852,0,10,45,19,404
466,10,161.56408,1,101,46,27,280
467,6,161.8121495,1,47,65,15,369
468,6,162.4180668,0,2,50,15,656
469,6,162.4594765,0,1,50,15,732
470,6,162.4600892,6,627,71,15,333
471,6,162.4623728,3,12,78,15,272
472,10,162.511966,1,0,45,27,395
473,6,162.7227635,5,168,72,27,313
474,6,162.7239835,3,11,78,27,276
475,6,162.7258152,0,54,58,30,343
476,10,162.9378188,0,10,46,27,349
477,12,163.2004868,0,39,45,25,337
478,6,163.2685405,4,392,64,15,400
479,6,163.8149075,3,72,71,15,273
480,11,164.0442218,0,56,47,23,390
481,11,164.4359282,2,131,49,23,314
482,6,164.7642285,3,70,67,15,299
483,6,165.5692025,1,33,66,15,311
484,13,165.6434938,1,105,47,21,328
485,12,165.7380775,0,0,45,25,354
486,11,165.8320322,2,202,48,23,390
487,10,166.1622898,0,5,45,26,366
488,12,166.504621,4,284,49,25,31
489,6,166.9860712,6,530,68,15,298
490,6,167.24358,1,203,64,21,375
491,10,167.2602588,3,292,47,27,30
492,6,168.2198055,1,45,64,15,339
493,6,168.4956618,0,0,47,15,802
494,6,168.499605,0,0,49,15,716
495,6,168.8860685,0,1,53,15,647
496,6,168.890217,0,7,65,15,450
497,16,169.3716268,3,171,50,21,365
498,6,169.4626085,14,241,73,15,276
499,6,169.463532,1,51,67,15,300
500,10,169.7525678,0,0,45,26,487
501,14,169.9334692,0,18,47,19,483
502,16,170.6885045,0,0,46,21,438
503,12,170.7637298,4,360,46,25,318
504,6,170.868473,2,169,68,15,380
505,6,170.8692422,0,0,45,15,381
506,6,171.0820015,1,88,67,21,325
507,6,171.0827268,0,7,49,21,759
508,6,171.0836332,0,6,64,21,401
509,6,171.0846208,1,197,45,21,450
510,6,171.0858632,4,11,79,21,29
511,6,171.242623,0,0,45,28,796
512,6,171.2455522,0,7,57,28,531
513,6,172.1006785,1,29,63,15,317
514,11,172.289025,5,340,50,23,310
515,13,172.2945625,1,180,46,21,321
516,6,172.4389305,4,101,71,19,279
517,13,173.2830352,2,131,48,21,337
518,16,173.8742088,0,11,45,21,488
519,20,174.027459,1,135,47,19,339
520,10,174.3852032,4,199,50,27,305
521,6,174.8194442,0,2,50,15,668
522,6,174.8206075,0,0,47,15,715
523,11,174.8677865,0,20,47,23,449
524,13,174.9588012,1,91,47,19,302
525,12,175.4152912,3,282,47,25,316
526,13,176.1472555,1,75,47,21,335
527,13,176.8657192,0,0,45,21,367
528,6,177.002919,7,309,77,15,281
529,16,178.2105188,0,20,46,21,413
530,6,178.6182528,4,136,75,15,291
531,13,179.1734545,0,0,45,21,358
532,6,179.3442405,5,293,70,15,276
533,6,180.1837625,8,155,68,15,301
534,11,181.188593,0,41,45,23,397
535,11,181.5743852,0,0,45,23,431
536,10,181.8718448,0,5,46,26,371
537,16,182.4486035,0,35,47,21,428
538,11,182.549027,1,101,48,23,382
539,10,182.602194,2,142,47,27,349
540,6,182.8811,0,3,53,15,566
541,6,182.8819755,2,71,69,19,367
542,12,184.6117228,0,4,47,25,329
543,6,184.7675405,0,45,61,15,349
544,16,184.8684268,4,277,49,21,408
545,6,185.1480805,1,51,58,15,355
546,6,185.1498275,1,195,69,15,351
547,20,185.3674988,4,368,49,19,301
548,20,185.4862222,0,1,45,19,352
549,6,186.118142,12,548,75,15,306
550,6,186.2790955,0,0,45,26,821
551,6,186.2811365,0,249,59,26,418
552,6,186.283317,1,27,63,26,318
553,6,187.1930838,2,490,71,15,291
554,6,187.1942925,3,12,78,15,282
555,20,187.3524045,0,0,45,19,403
556,13,188.641518,3,168,50,21,326
557,10,188.9753108,0,0,45,26,376
558,6,190.0481835,0,6,58,15,508
559,6,190.1084545,3,407,68,15,393
560,6,190.8725812,0,9,57,15,497
561,6,190.8734795,7,440,72,15,325
562,10,191.733611,0,10,46,27,373
563,13,191.7669888,1,118,47,21,354
564,10,191.889882,2,167,47,26,310
565,12,191.9239222,0,10,46,25,339
566,6,192.313976,0,1,48,15,767
567,13,192.3924162,0,0,45,21,462
568,16,192.8459438,0,0,46,21,433
569,13,193.1069325,0,22,47,21,404
570,10,193.595544,0,26,45,26,392
571,11,193.6068538,0,17,46,23,427
572,13,193.99267,1,100,49,21,277
573,13,194.808939,0,1,45,19,427
574,6,195.7510348,0,1,49,15,63
575,6,195.9176952,1,12,64,15,345
576,6,196.1896735,15,295,75,19,287
577,10,196.363312,0,34,45,27,379
578,6,196.6849165,3,121,65,27,297
579,12,197.5951478,0,0,45,25,327
580,6,198.1222148,0,30,60,15,351
581,12,198.296747,0,6,46,25,393
582,11,198.3969842,0,4,45,23,375
583,13,198.4633982,0,5,45,19,456
584,6,199.8055855,0,16,60,15,442
585,22,199.8439258,1,50,51,19,145
586,6,199.9959672,8,678,66,15,330
587,18,200.4462585,0,32,48,19,367
588,6,200.7333622,0,1,54,15,608
589,11,201.202547,0,62,45,23,378
590,6,201.5329985,2,111,73,15,288
591,6,201.5342095,2,297,63,21,278
592,6,201.53513,2,7,74,21,278
593,6,201.7477068,2,76,67,25,307
594,16,201.7688215,1,74,48,21,366
595,6,202.1220682,2,74,65,19,293
596,22,202.251212,1,1,45,19,161
597,11,202.4569332,3,249,50,23,323
598,6,202.5399638,2,72,71,19,290
599,20,202.8361818,0,20,46,19,388
600,6,202.8619985,0,2,49,19,702
601,6,203.1433072,7,153,70,15,339
602,6,203.1442365,3,12,77,15,291
603,10,203.520921,0,4,45,27,466
604,20,203.6791858,0,84,45,19,298
605,13,204.0825435,0,44,46,21,370
606,12,204.5883472,0,0,45,25,350
607,3,204.6011532,0,39,45,15,374
608,13,205.3503228,4,369,51,19,285
609,13,205.514042,0,19,45,21,383
610,11,205.5951095,3,0,45,23,444
611,10,205.5971035,2,196,46,26,316
612,6,205.6755315,0,8,56,15,37
613,6,205.6778818,10,715,71,15,292
614,6,205.6793502,2,29,64,15,310
615,16,206.0838878,1,173,47,21,388
616,6,206.1840155,0,31,64,15,327
617,16,206.2488648,0,0,46,21,443
618,10,206.7994422,1,112,46,27,331
619,14,206.8532035,49,2266,59,19,182
620,15,206.8540242,13,1246,51,15,281
621,13,206.8545202,2,281,46,21,327
622,10,206.8549882,0,32,48,27,309
623,13,206.8556222,0,37,47,21,331
624,6,206.8600318,0,0,45,15,804
625,6,206.8643815,1,18,68,15,335
626,16,206.9480522,0,15,45,21,434
627,20,207.0296085,2,249,48,19,303
628,12,207.0449565,5,284,49,25,337
629,10,207.0838048,0,32,45,27,341
630,10,207.338918,6,35,51,27,251
631,6,207.3598395,3,145,72,19,317
632,11,207.5237575,0,0,45,23,465
633,12,207.6329928,2,166,49,25,298
634,11,208.1881698,0,10,47,23,419
635,6,208.4768628,13,870,78,15,315
636,6,208.7338802,0,8,52,27,557
637,6,208.7347445,1,43,72,27,283
638,6,208.7357238,4,12,80,27,273
639,6,209.2796878,2,16,68,15,315
640,11,209.2929402,0,0,45,23,419
641,10,209.293003,0,5,46,26,385
642,6,209.4467555,3,25,64,19,349
643,6,209.4988195,7,496,72,21,332
644,6,209.5011578,19,651,80,21,285
645,6,209.5032348,4,12,79,32,278
646,10,209.7197898,0,0,45,26,378
647,6,210.3405715,6,447,69,15,310
648,13,210.879406,3,164,51,21,274
649,6,212.0257975,9,360,71,15,314
650,6,212.026794,1,24,66,15,312
651,12,212.3133615,2,184,47,25,332
652,13,212.5038138,0,0,45,21,440
653,10,212.823435,0,32,47,26,340
654,14,213.6333012,0,31,47,19,443
655,22,213.8681982,0,17,48,15,144
656,10,214.2239302,3,331,47,27,305
657,20,214.7704308,1,82,45,19,322
658,6,214.8171065,0,2,52,15,648
659,6,214.8189485,1,14,65,15,322
660,22,214.9443515,0,37,48,19,157
661,22,215.2730755,0,45,45,19,156
662,6,215.573097,1,10,68,15,328
663,10,215.8379802,0,10,46,27,422
664,16,215.917038,0,41,49,21,392
665,22,215.9457305,0,24,48,19,145
666,22,216.0620475,0,38,46,19,149
667,13,216.3590752,1,88,48,21,308
668,13,216.8306678,1,110,48,21,340
669,12,216.8718488,0,0,45,25,353
670,16,217.604305,0,4,45,21,468
671,13,218.380192,0,0,45,21,379
672,12,218.4156908,0,0,45,25,387
673,6,218.440776,0,0,46,15,841
674,16,218.4499472,0,18,45,21,421
675,22,218.7195918,4,218,57,15,133
676,11,218.9785338,0,0,45,23,402
677,14,219.0569305,1,111,46,19,389
678,10,219.2704735,2,178,47,27,298
679,6,219.7387272,0,3,47,15,714
680,6,219.7396558,2,107,65,19,293
681,20,219.8522248,0,22,47,19,376
682,6,219.9521965,1,69,59,19,357
683,20,220.317009,1,57,48,19,321
684,22,220.734284,0,38,47,15,140
685,14,220.7363088,0,0,45,19,562
686,6,221.0189528,0,1,53,15,619
687,12,221.9493135,1,70,45,26,315
688,13,222.4148405,0,0,45,21,505
689,10,222.4745835,3,337,46,27,311
690,12,222.4753515,1,0,45,25,362
691,13,223.3361562,0,27,46,19,438
692,12,223.4340112,0,4,45,25,404
693,6,223.6503778,3,335,67,15,313
694,11,223.6919955,0,0,45,23,430
695,6,223.7148115,2,24,69,19,293
696,6,224.3261355,0,3,52,15,610
697,6,224.3267392,0,19,55,15,451
698,6,224.327689,1,17,66,15,327
699,6,224.329221,7,582,76,15,332
700,6,224.33101,11,509,68,15,289
701,10,225.0835292,0,9,45,27,371
702,12,225.4234012,7,592,51,25,29
703,6,226.2038815,0,0,47,15,790
704,10,226.2665495,0,0,45,26,360
705,6,226.2959825,0,12,61,15,396
706,21,226.7435288,0,5,45,19,155
