#Hit,Channel,DayTime,Energy,Duration,Amplitude,ASL,FRQC
4404,10,205.2848852,4,326,48,27,281
4405,9,204.906834,0,32,46,21,466
4406,10,204.9065595,0,14,45,27,333
4407,11,204.3659588,0,4,45,25,477
4408,16,204.1068608,0,33,47,21,420
4409,12,203.9753078,0,9,46,26,394
4410,10,203.674279,1,85,46,27,354
4411,12,203.1974398,0,9,46,25,340
4412,6,202.8653455,2,16,69,15,296
4413,10,202.7752212,4,330,50,27,279
4414,13,202.6023488,0,5,45,21,378
4415,9,202.38361,1,110,47,21,345
4416,12,202.3824645,2,247,45,25,315
4417,10,201.5475662,1,156,45,27,388
4418,6,201.256506,5,325,72,15,285
4419,6,201.2531155,29,861,78,23,19
4420,7,201.2528085,17,533,47,19,406
4421,5,201.2528068,17,511,47,19,418
4422,1,201.2528048,17,531,47,19,408
4423,4,201.2527998,17,44,47,19,428
4424,3,201.2527988,16,499,47,19,444
4425,2,201.2527982,16,493,47,15,425
4426,8,201.252791,15,475,47,15,444
4427,6,201.1993448,1,6,68,30,374
4428,6,201.1944928,44,889,88,31,272
4429,1,201.1942998,27,683,49,23,346
4430,7,201.1942995,27,696,49,23,351
4431,3,201.1942985,26,671,49,23,358
4432,4,201.1942985,27,676,49,23,353
4433,5,201.194298,26,673,49,23,358
4434,2,201.1942905,26,664,49,21,357
4435,8,201.194288,25,651,49,21,366
4436,12,201.124359,6,479,48,26,280
4437,11,201.124033,0,9,46,25,418
4438,6,200.095712,0,0,45,15,808
4439,6,199.9112215,4,436,72,15,305
4440,6,199.9075975,33,878,86,21,279
4441,7,199.9073025,20,580,48,19,379
4442,4,199.9072985,19,556,47,19,402
4443,1,199.907297,19,568,48,21,385
4444,5,199.907296,19,552,47,19,405
4445,2,199.9072908,17,46,47,19,413
4446,3,199.9072908,18,537,47,19,426
4447,8,199.907284,17,34,47,19,416
4448,6,199.4260098,3,70,65,34,327
4449,6,199.4244195,2,140,68,34,306
4450,12,199.332093,9,336,56,25,236
4451,9,199.0730172,2,143,46,21,379
4452,10,199.0726492,8,49,49,27,29
4453,6,198.9787105,0,4,50,21,505
4454,16,198.757525,0,47,46,21,363
4455,20,198.6448695,0,9,46,19,358
4456,6,198.4334855,0,3,51,15,654
4457,12,198.3863462,4,448,46,25,321
4458,20,197.7747278,0,5,45,19,334
4459,12,197.7464895,0,0,45,25,431
4460,13,197.6588252,0,58,48,21,311
4461,10,196.4813608,0,0,45,27,343
4462,6,195.9621125,3,44,71,15,278
4463,6,195.8636958,0,0,45,21,687
4464,11,195.7001102,0,25,46,23,426
4465,10,194.769007,0,10,46,27,374
4466,11,193.9435732,0,0,45,23,423
4467,10,193.6184335,0,8,45,27,401
4468,16,193.4710772,0,48,46,21,383
4469,13,193.431649,1,74,47,19,323
4470,6,192.8423768,0,56,51,15,402
4471,6,192.1430108,7,183,73,15,279
4472,6,191.9269625,4,201,73,25,337
4473,6,191.8129438,0,8,56,27,531
4474,6,191.8108658,1,91,63,27,312
4475,6,191.657447,0,6,62,27,486
4476,6,191.3421685,2,90,70,19,284
4477,6,191.3366535,0,33,57,19,359
4478,6,191.1761615,0,1,51,21,642
4479,12,191.0808585,12,946,50,25,23
4480,11,191.0803212,1,148,46,23,411
4481,22,190.9728265,0,37,48,21,151
4482,22,190.9138315,0,11,47,21,156
4483,22,190.3295635,0,5,45,21,153
4484,13,190.144174,1,126,47,21,356
4485,22,189.9334925,0,1,45,23,153
4486,22,189.8611985,0,16,47,23,140
4487,22,189.8127675,1,43,50,23,133
4488,22,189.7786335,0,19,48,23,154
4489,22,189.7251255,0,38,48,23,139
4490,22,189.5754215,1,60,47,23,142
4491,22,189.5688665,0,23,48,23,149
4492,22,189.4548785,0,45,47,23,136
4493,22,189.4265005,0,11,46,23,141
4494,22,189.3438375,0,15,48,25,152
4495,6,189.2796865,10,510,72,15,278
4496,6,189.2774382,4,83,70,15,287
4497,6,189.2763665,5,312,75,26,281
4498,22,189.0235775,0,38,46,25,149
4499,22,188.9720435,0,1,45,25,158
4500,22,188.8483375,2,97,50,25,139
4501,22,188.7328105,0,11,47,25,129
4502,22,188.7246075,0,17,47,25,133
4503,22,188.6792575,0,12,47,25,127
4504,22,188.6075785,0,5,46,25,147
4505,10,188.5532948,1,59,46,27,319
4506,6,188.4976525,0,245,51,15,497
4507,22,188.4816275,0,41,48,25,149
4508,22,188.4271615,0,5,45,26,161
4509,22,188.4071805,1,75,52,26,134
4510,22,188.3742855,0,10,48,26,153
4511,22,188.3152275,0,10,47,26,136
4512,22,188.1928035,0,10,47,26,143
4513,22,188.1878715,2,547,45,26,125
4514,6,188.1662122,6,300,71,15,283
4515,22,188.1323845,0,49,47,26,146
4516,22,188.0980135,1,48,48,26,131
4517,22,188.0954665,2,511,47,26,116
4518,22,188.0851805,2,1,45,26,132
4519,22,188.0573645,0,10,47,26,128
4520,22,188.0379025,0,18,47,26,141
4521,22,187.9349645,0,22,48,26,143
4522,22,187.8861985,0,6,45,26,161
4523,22,187.8378275,0,11,46,26,138
4524,22,187.7973985,0,9,46,26,151
4525,22,187.7230905,0,15,47,27,143
4526,22,187.6713935,0,5,45,27,131
4527,22,187.6605095,0,11,47,27,144
4528,22,187.6481725,0,10,46,27,125
4529,22,187.6409085,0,17,48,27,141
4530,22,187.6246105,0,6,46,27,134
4531,12,187.6196092,5,479,48,25,299
4532,11,187.6192828,0,0,45,23,445
4533,22,187.6094855,0,10,46,27,142
4534,22,187.6041755,0,31,46,27,144
4535,11,187.5857958,0,0,45,23,415
4536,22,187.5795555,0,35,47,27,142
4537,22,187.5687525,0,10,46,27,144
4538,22,187.5438895,1,45,50,27,124
4539,22,187.5321215,0,11,46,27,136
4540,22,187.5305495,0,30,48,27,135
4541,22,187.5263035,0,10,47,27,144
4542,22,187.5133645,0,31,46,27,135
4543,22,187.4165155,0,10,46,27,132
4544,22,187.3875505,0,34,45,27,133
4545,22,187.3598985,2,77,50,27,127
4546,22,187.3361435,0,14,47,27,146
4547,22,187.3338375,0,15,47,27,148
4548,22,187.2732115,0,1,45,27,142
4549,22,187.2629795,2,101,49,27,126
4550,22,187.2068885,0,52,48,27,143
4551,22,187.1210105,0,1,45,27,134
4552,22,187.0840645,1,64,50,27,141
4553,6,187.0684585,7,318,75,15,299
4554,22,187.0596995,0,5,45,27,154
4555,22,187.0424275,0,16,49,27,125
4556,22,187.0141795,0,49,49,27,142
4557,22,187.0049705,3,659,47,27,129
4558,6,187.0039395,1,39,59,23,339
4559,22,186.9825025,2,765,47,27,141
4560,22,186.9598725,0,37,48,27,156
4561,22,186.9380905,0,10,46,27,136
4562,22,186.9119325,0,11,47,27,135
4563,22,186.8201785,0,37,45,26,123
4564,22,186.8037405,0,5,45,26,149
4565,22,186.7552155,0,5,45,26,146
4566,22,186.7236625,0,15,47,26,140
4567,22,186.5682255,0,31,48,26,141
4568,22,186.5334455,2,95,52,26,144
4569,22,186.4976365,0,9,46,26,131
4570,6,186.4900705,2,419,72,15,358
4571,6,186.4884045,6,186,79,15,313
4572,22,186.4241185,0,36,47,26,137
4573,22,186.3609895,0,10,47,26,154
4574,22,186.3488835,0,5,46,26,151
4575,22,186.2628715,1,50,48,26,143
4576,6,186.2474335,4,427,68,28,348
4577,22,186.2214795,0,15,48,26,128
4578,22,186.2073105,1,121,50,26,131
4579,6,186.192538,0,8,55,28,564
4580,6,186.1895375,3,11,78,28,30
4581,22,186.1875855,1,1,45,26,142
4582,22,186.1597495,0,24,49,26,148
4583,22,186.1501485,0,10,47,26,157
4584,22,186.1404015,0,19,48,26,134
4585,22,186.1292965,2,530,46,26,114
4586,22,186.0599265,0,10,46,27,147
4587,22,186.0432105,0,38,49,27,145
4588,22,186.0262585,0,5,46,27,145
4589,22,185.9979205,0,1,45,27,143
4590,22,185.9899005,0,18,47,27,150
4591,22,185.9573195,0,5,45,27,152
4592,22,185.9253315,0,16,47,27,152
4593,22,185.9032615,0,11,46,27,144
4594,22,185.8793995,2,61,45,27,136
4595,22,185.8405545,0,9,47,27,145
4596,22,185.8005195,0,16,47,27,133
4597,22,185.7738995,0,11,47,27,165
4598,22,185.7154195,0,15,46,27,144
4599,22,185.6318615,0,18,48,27,134
4600,22,185.6118405,0,4,46,26,146
4601,22,185.5519885,0,5,45,26,142
4602,22,185.5184905,0,39,48,26,142
4603,22,185.5133395,0,5,45,26,157
4604,22,185.5014325,1,83,47,26,132
4605,22,185.4144835,0,22,52,26,143
4606,22,185.2951615,0,12,47,26,137
4607,22,185.1781065,0,15,47,26,141
4608,22,185.1686965,0,6,45,26,154
4609,22,185.1597385,0,6,45,26,151
4610,22,185.1151595,1,108,48,26,126
4611,22,185.1076905,0,5,46,26,144
4612,22,185.0886785,0,5,45,26,139
4613,22,185.0736685,0,18,49,26,130
4614,22,185.0681765,0,5,46,26,163
4615,11,185.0405448,0,64,46,23,377
4616,22,185.0319015,0,1,45,26,149
4617,22,185.0294655,0,1,45,26,139
4618,22,185.0173285,0,18,48,26,147
4619,6,185.0173008,3,356,67,15,356
4620,6,185.0160122,3,12,78,15,275
4621,22,185.0019665,1,48,52,26,138
4622,22,184.9973425,3,203,52,26,126
4623,22,184.9645175,0,39,48,26,157
4624,22,184.7064345,0,5,46,26,149
4625,22,184.6679925,0,11,46,26,153
4626,10,184.6571845,2,220,47,27,348
4627,22,184.6454295,0,26,50,26,145
4628,22,184.6377835,0,10,47,26,128
4629,22,184.5331965,0,5,46,26,162
4630,22,184.5207455,1,82,48,26,131
4631,22,184.4966825,0,22,48,26,135
4632,22,184.4103365,0,5,45,26,153
4633,12,184.3777978,0,0,45,25,357
4634,22,184.3064535,0,14,47,26,148
4635,22,184.2905575,0,1,45,26,141
4636,22,184.2282455,1,86,49,26,137
4637,22,184.2204665,1,82,47,26,141
4638,22,184.2099195,0,51,47,26,136
4639,22,184.2078555,0,5,45,26,146
4640,22,184.1691275,0,1,45,26,170
4641,22,184.1371245,3,536,46,26,111
4642,22,184.1199965,1,59,50,26,140
4643,22,184.0624575,0,15,48,26,152
4644,22,184.0362415,0,21,49,26,148
4645,22,184.0323155,0,21,48,26,148
4646,22,183.9875575,0,10,46,26,161
4647,22,183.9692315,1,79,50,26,132
4648,6,183.9617448,0,20,56,15,464
4649,22,183.9107985,0,22,46,26,149
4650,22,183.8556055,0,5,45,26,133
4651,10,183.819141,0,14,46,27,359
4652,22,183.7554765,0,10,46,26,158
4653,22,183.6571735,0,23,46,26,152
4654,22,183.6321425,0,5,45,26,140
4655,22,183.5963205,0,11,47,26,148
4656,13,183.510671,0,17,46,19,460
4657,22,183.5101725,0,15,47,26,150
4658,22,183.4789615,0,5,45,26,156
4659,22,183.4758605,0,1,45,26,152
4660,22,183.4717875,0,5,47,26,132
4661,22,183.4240825,0,22,48,26,131
4662,22,183.3612195,0,11,47,26,140
4663,22,183.3574125,0,9,46,26,146
4664,6,183.3517305,17,557,70,15,291
4665,22,183.3267705,1,77,50,26,137
4666,22,183.3049255,1,56,46,26,134
4667,22,183.2406265,0,5,47,26,161
4668,22,183.2378185,0,5,45,26,156
4669,6,183.2031072,0,0,48,27,749
4670,11,183.2026218,0,0,45,25,456
4671,22,183.1803755,0,9,45,26,118
4672,22,183.1641835,0,9,45,26,147
4673,22,183.0956655,0,5,45,26,142
4674,22,183.0098535,0,6,47,26,134
4675,22,182.9969195,0,11,47,26,152
4676,22,182.9806815,0,16,48,26,148
4677,6,182.946206,9,303,74,27,279
4678,22,182.8061805,0,11,47,26,152
4679,22,182.7727385,0,10,45,25,142
4680,22,182.7422135,0,5,45,25,152
4681,22,182.6914185,0,11,46,25,144
4682,22,182.6598945,0,5,45,25,148
4683,22,182.6350295,1,54,49,25,142
4684,22,182.6126125,1,1,45,25,164
4685,22,182.6111305,0,9,47,25,153
4686,22,182.5596445,0,5,46,25,143
4687,13,182.5560758,0,21,46,19,404
4688,6,182.5194352,2,12,71,26,289
4689,22,182.5191915,4,178,52,25,143
4690,22,182.5126065,1,50,50,25,138
4691,22,182.4439345,0,4,45,25,156
4692,22,182.3877395,4,210,54,25,134
4693,22,182.3237695,1,55,50,25,138
4694,22,182.1811335,0,16,49,25,158
4695,22,182.1281975,0,5,46,25,147
4696,22,182.0939255,0,1,45,25,135
4697,13,182.0416288,1,65,48,19,322
4698,16,181.9663812,0,1,45,21,386
4699,22,181.9488975,0,41,49,25,151
4700,22,181.9226725,0,6,45,25,147
4701,22,181.7347055,0,6,47,25,153
4702,22,181.6431305,2,831,47,25,146
4703,22,181.5635585,0,5,45,25,152
4704,22,181.5619975,0,5,45,25,157
4705,22,181.3305355,0,10,46,25,143
4706,22,181.2359435,0,31,45,25,126
4707,22,181.2346845,0,36,48,25,139
4708,22,181.2259135,0,20,50,25,143
4709,22,181.2227395,1,43,52,25,147
4710,10,181.1648048,1,205,46,27,376
4711,22,181.1021655,0,14,47,25,148
4712,12,181.0908162,9,725,49,25,31
4713,11,181.0904902,1,226,46,25,406
4714,22,181.0238965,1,46,49,25,142
4715,22,181.0079295,0,18,47,25,146
4716,22,180.9557845,0,39,49,25,147
4717,22,180.7545185,0,1,45,25,134
4718,22,180.7294375,2,82,55,25,127
4719,22,180.7208825,2,1,45,25,148
4720,22,180.7091185,2,597,47,25,122
4721,22,180.6125795,2,1,45,25,153
4722,6,180.5971555,1,415,55,15,539
4723,6,180.5725642,9,702,76,15,283
4724,22,180.5451155,1,50,50,25,134
4725,22,180.5118055,1,48,50,25,139
4726,22,180.4814165,0,10,47,25,155
4727,22,180.4074465,0,34,49,25,137
4728,11,180.376379,0,0,45,25,415
4729,22,180.3528235,1,56,50,25,139
4730,22,180.3143685,1,36,51,25,141
4731,6,180.3116755,7,472,70,25,290
4732,6,180.3095435,7,172,80,25,28
4733,10,180.1048118,2,244,47,27,305
4734,22,180.0836175,0,11,49,25,148
4735,16,180.0780678,0,0,45,21,404
4736,22,180.0481965,0,4,45,25,134
4737,22,179.9648225,0,25,49,23,148
4738,22,179.8947385,0,1,45,23,153
4739,6,179.8374568,7,0,45,30,48
4740,6,179.7686965,2,66,72,15,337
4741,6,179.7665528,31,1163,83,15,26
4742,7,179.7660768,5,172,46,19,479
4743,1,179.766067,4,174,45,19,488
4744,4,179.7660568,4,142,45,19,35
4745,5,179.766048,3,133,45,19,509
4746,3,179.7660465,3,127,45,19,578
4747,2,179.7660345,3,109,45,15,618
4748,8,179.7660088,2,82,45,15,654
4749,22,179.6995975,0,26,46,23,159
4750,12,179.596236,5,466,48,25,294
4751,22,179.5831255,2,48,54,23,138
4752,22,179.5696085,0,43,48,23,146
4753,6,179.3966082,0,2,47,33,747
4754,6,179.3943358,1,24,72,33,305
4755,6,179.393522,0,2,48,33,855
4756,6,179.3915095,27,836,83,33,277
4757,1,179.3911522,14,487,46,23,404
4758,7,179.3911515,14,455,47,21,418
4759,5,179.3911305,12,414,46,21,443
4760,4,179.391121,12,415,46,21,436
4761,3,179.3911208,11,386,46,21,487
4762,2,179.3911095,11,382,46,21,468
4763,8,179.391098,10,352,46,21,475
4764,22,179.3824205,0,10,47,23,156
4765,22,179.3712055,0,58,47,23,155
4766,22,179.3235395,0,6,45,23,166
4767,22,179.2805645,0,50,46,23,131
4768,22,179.2616595,0,21,50,23,126
4769,10,178.8535762,1,122,46,27,293
4770,11,178.853554,4,461,50,25,354
4771,11,178.8387612,0,1,46,25,391
4772,22,178.7380675,0,16,48,21,156
4773,6,178.6750312,1,7,72,15,342
4774,6,178.6703762,43,1012,88,21,644
4775,7,178.6700712,28,731,49,19,341
4776,4,178.670066,26,687,49,19,358
4777,5,178.670065,26,677,49,19,352
4778,1,178.6700648,26,691,49,21,354
4779,8,178.6700628,24,654,49,19,365
4780,3,178.6700615,25,678,49,19,360
4781,2,178.6700552,24,649,49,15,364
4782,22,178.6276965,1,55,50,23,136
4783,22,178.5267015,1,67,50,23,140
4784,22,178.4859635,0,41,48,23,137
4785,22,178.3452325,0,21,49,23,137
4786,12,178.3045788,0,0,45,25,329
4787,22,178.2821665,0,31,45,23,157
4788,22,178.1431895,0,11,47,23,151
4789,22,178.0732465,0,10,47,23,161
4790,22,178.0359305,0,16,49,23,145
4791,9,178.027223,0,5,45,21,386
4792,10,178.0184915,0,14,45,27,385
4793,22,178.0156595,0,12,48,23,138
4794,22,177.9402955,0,56,45,23,149
4795,22,177.9363865,0,9,46,23,161
4796,22,177.9023625,0,38,48,23,147
4797,22,177.8336445,0,28,48,23,148
4798,6,177.8299828,1,87,67,15,291
4799,22,177.8155745,2,127,51,23,126
4800,22,177.7731905,0,22,49,23,145
4801,22,177.7402605,0,32,45,23,152
4802,22,177.6748145,0,23,47,23,153
4803,18,177.6697945,1,70,48,19,275
4804,22,177.5702325,0,32,49,23,160
4805,22,177.5300795,4,128,57,23,122
4806,22,177.5164965,0,5,45,23,143
4807,22,177.4905745,0,6,45,25,154
4808,22,177.3260735,1,60,51,23,141
4809,22,177.1135445,1,56,50,23,137
4810,22,177.1111745,1,1,45,23,157
4811,22,177.0834945,0,31,46,23,149
4812,22,176.9969855,0,23,47,23,157
4813,22,176.9941855,0,10,46,23,161
4814,22,176.9423995,0,10,46,23,168
4815,11,176.9369385,0,0,45,25,460
4816,22,176.8893755,0,38,48,23,146
4817,6,176.8579525,0,5,57,15,41
4818,22,176.8512625,0,16,48,23,157
4819,12,176.8210088,12,941,49,25,254
4820,11,176.8204842,2,243,48,25,376
4821,22,176.8141865,0,5,45,23,162
4822,22,176.6491695,0,6,46,23,170
4823,22,176.6217075,0,10,46,23,164
4824,22,176.6028695,0,29,51,23,146
4825,22,176.4709895,0,5,45,23,148
4826,22,176.3742165,0,20,49,23,143
4827,22,176.3513215,0,4,45,23,165
4828,22,176.3401355,1,56,47,23,144
4829,22,176.3232405,0,5,45,23,163
4830,22,176.2889475,0,20,48,23,144
4831,11,176.1841095,0,4,45,25,406
4832,6,176.0112555,2,292,72,15,292
4833,6,176.0094078,9,344,80,21,31
4834,22,175.8854765,0,1,45,21,161
4835,11,175.847124,1,105,48,25,384
4836,20,175.809592,2,170,48,19,329
4837,22,175.7978705,0,5,46,21,140
4838,22,175.6667475,0,29,45,21,155
4839,6,175.5379825,8,909,63,28,352
4840,22,175.5372925,0,15,48,23,157
4841,22,175.1291785,0,14,48,23,153
4842,22,175.0730535,1,109,45,23,142
4843,22,175.0590425,0,5,46,23,138
4844,6,175.0324058,1,115,60,15,305
4845,22,175.0239645,0,11,46,23,126
4846,22,175.0215565,0,19,47,23,139
4847,22,174.9517925,1,75,49,23,144
4848,22,174.8924825,1,1,45,23,159
4849,22,174.8063755,0,16,48,23,164
4850,6,174.7742395,1,6,68,15,385
4851,6,174.772505,11,357,83,19,26
4852,22,174.6657575,0,11,46,23,150
4853,10,174.662863,0,0,45,27,356
4854,22,174.4898915,1,70,46,23,143
4855,22,174.4748835,1,37,52,23,145
4856,22,174.4461905,0,38,47,23,143
4857,22,174.4443755,0,22,48,23,163
4858,22,174.4265345,4,195,58,23,127
4859,6,174.4180078,2,303,71,31,293
4860,6,174.4167725,2,12,76,31,281
4861,6,174.41614,0,6,59,32,385
4862,10,174.381341,0,27,48,27,365
4863,13,174.3616535,0,35,49,21,370
4864,22,174.3584155,4,1,45,25,162
4865,22,174.3392345,0,17,49,25,145
4866,22,174.3173495,0,23,50,25,136
4867,22,174.2991745,2,124,48,25,136
4868,13,174.2339475,0,24,48,21,362
4869,22,174.2192675,0,5,46,25,160
4870,22,174.2124285,1,122,49,25,133
4871,11,174.195219,0,54,46,25,381
4872,22,174.1905725,0,19,46,25,144
4873,22,174.1593665,0,46,48,25,154
4874,22,174.0580865,0,13,45,25,175
4875,22,174.0068905,0,12,48,25,143
4876,22,173.9349145,0,5,45,25,158
4877,22,173.9002515,0,36,48,23,149
4878,22,173.8868315,0,6,46,23,153
4879,22,173.8793745,0,36,48,23,146
4880,12,173.8416005,0,0,45,26,350
4881,22,173.8089695,0,11,48,23,161
4882,11,173.8004188,1,70,50,25,351
4883,22,173.7659805,0,37,48,23,147
4884,22,173.7022955,3,316,51,23,122
4885,22,173.6811325,0,5,45,23,152
4886,22,173.6390685,0,20,48,23,142
4887,10,173.4445782,0,0,45,27,362
4888,22,173.4415915,0,29,48,23,142
4889,22,173.3832555,0,19,48,23,157
4890,22,173.2476375,0,10,46,23,159
4891,20,173.158426,0,28,46,19,360
4892,22,173.0765455,0,10,46,23,161
4893,22,173.0556885,0,6,45,23,154
4894,22,173.0057395,0,51,46,23,150
4895,22,172.8861415,1,71,50,23,146
4896,22,172.8633775,0,14,47,23,147
4897,22,172.8041745,0,9,46,23,161
4898,22,172.7880265,0,5,46,23,157
4899,22,172.7132515,0,14,47,23,155
4900,22,172.6852065,0,16,48,23,154
4901,22,172.6443645,0,5,46,23,153
4902,6,172.6434508,3,169,70,15,341
4903,22,172.5420505,0,29,48,23,138
4904,22,172.5304945,1,49,48,23,154
4905,6,172.296208,4,131,73,21,290
4906,22,172.2373005,0,14,46,23,170
4907,6,172.236786,4,0,45,25,808
4908,22,172.0933045,0,17,48,21,152
4909,22,171.8208105,0,5,45,21,157
4910,22,171.8146095,0,12,48,21,154
4911,22,171.7493635,6,216,59,21,119
4912,22,171.6234395,0,5,45,23,158
4913,22,171.4921305,0,64,45,23,146
4914,22,171.4829525,0,14,48,23,137
4915,22,171.4639405,0,5,45,23,152
4916,22,171.4563395,1,47,50,23,147
4917,22,171.4437005,1,43,48,23,164
4918,22,171.3692075,0,32,49,23,156
4919,22,171.2020265,0,32,47,23,151
4920,22,171.1515075,0,37,48,23,140
4921,22,171.0382225,0,10,48,23,147
4922,22,170.9542815,0,1,45,21,160
4923,22,170.5966535,0,33,49,21,144
4924,22,170.5935365,0,4,45,21,157
4925,10,170.581357,0,0,45,27,377
4926,11,170.5515045,0,18,47,23,399
4927,22,170.5267945,1,57,48,21,146
4928,10,170.3993662,4,406,48,27,324
4929,22,170.2878465,0,5,46,21,158
4930,22,170.2853215,0,23,48,21,155
4931,22,170.2470345,3,84,56,21,129
4932,6,170.2352858,5,102,71,15,277
4933,22,170.2212115,0,5,45,21,153
4934,14,170.0351592,0,18,46,19,555
4935,16,169.7659588,0,0,45,21,442
4936,6,169.711843,8,125,74,15,283
4937,6,169.7096798,18,688,80,15,28
4938,7,169.7092425,8,288,45,19,392
4939,5,169.7092302,6,221,45,19,442
4940,4,169.7092175,5,196,45,19,470
4941,1,169.7092125,5,206,45,19,451
4942,3,169.7091752,3,139,45,19,471
4943,2,169.7091665,1,63,45,15,394
4944,8,169.709113,1,44,45,15,407
4945,22,169.6977145,0,9,47,21,154
4946,16,169.662308,0,0,45,21,489
4947,22,169.5516175,0,5,46,21,156
4948,22,169.3662695,1,116,51,19,132
4949,11,169.3502,1,108,46,25,363
4950,22,169.3081145,0,15,48,21,144
4951,13,169.2331478,0,4,45,21,317
4952,22,169.1197975,0,1,45,21,154
4953,22,169.0994235,1,119,48,21,137
4954,22,169.0966315,0,17,46,21,155
4955,11,169.023842,0,0,45,25,418
4956,22,168.9699395,1,72,53,21,137
4957,6,168.5697275,0,3,53,15,603
4958,22,168.4547745,0,16,49,19,142
4959,22,168.2905455,0,20,48,19,149
4960,22,168.2758075,0,10,47,19,161
4961,22,168.1916625,0,14,45,19,170
4962,10,168.1445208,0,1,46,27,371
4963,9,168.1062552,1,110,47,21,356
4964,10,168.1052862,0,0,45,27,330
4965,12,168.1051095,2,247,45,25,320
4966,22,167.9752185,0,5,45,21,164
4967,22,167.9084565,0,12,48,21,146
4968,22,167.8391955,0,1,45,21,159
4969,11,167.8105048,0,1,46,25,386
4970,22,167.8061835,0,22,51,21,144
4971,10,167.7993965,0,9,45,27,388
4972,6,167.7872895,4,181,66,15,306
4973,6,167.7685705,3,81,73,21,291
4974,6,167.76774,2,152,73,21,345
4975,6,167.7628185,39,916,82,26,23
4976,7,167.7626058,27,705,49,19,339
4977,1,167.7626035,26,678,49,21,364
4978,5,167.762601,26,682,49,19,357
4979,4,167.7625962,25,666,49,19,374
4980,3,167.7625938,25,660,49,19,360
4981,2,167.7625905,24,657,49,19,367
4982,8,167.7625798,24,637,49,19,364
4983,22,167.6645945,0,41,50,21,135
4984,6,167.5693325,0,134,48,33,659
4985,22,167.3435655,0,5,45,21,160
4986,22,167.2208825,0,10,45,21,163
4987,13,167.0811918,0,0,45,21,342
4988,22,167.0039745,0,11,47,19,150
4989,22,166.9191625,0,26,45,21,142
4990,10,166.840886,0,18,45,27,387
4991,22,166.7759615,0,6,45,21,162
4992,22,166.7534175,0,5,45,21,136
4993,22,166.7361515,0,5,45,21,159
4994,22,166.7299295,1,42,49,21,129
4995,22,166.7099475,0,18,47,21,162
4996,22,166.6024225,0,4,46,21,156
4997,22,166.3039235,0,19,48,21,149
4998,12,166.168603,0,0,45,25,409
4999,10,166.1669595,0,44,46,27,315
5000,22,166.1093575,0,15,49,21,151
5001,22,166.0626975,1,88,51,21,132
5002,14,166.0293005,0,0,45,19,502
5003,22,165.5274345,1,93,48,19,147
5004,6,165.3171772,1,17,69,15,353
5005,22,165.3153095,0,4,46,19,172
5006,22,165.1076115,1,67,50,21,142
5007,22,165.0592285,0,38,48,21,154
5008,22,165.0559525,0,11,47,21,123
5009,22,164.9714745,1,65,49,21,132
5010,11,164.9023172,0,46,47,25,343
5011,22,164.8942365,0,31,45,21,142
5012,22,164.7300375,0,36,47,21,160
5013,22,164.3278065,0,24,48,19,153
5014,22,164.3263215,0,22,46,19,158
5015,22,163.8730085,0,1,45,19,173
5016,22,163.8447345,0,5,45,19,152
5017,22,163.7198685,0,16,48,21,140
5018,6,163.509984,1,146,70,15,340
5019,6,163.355365,3,463,69,21,291
5020,22,163.1825005,0,15,47,19,151
5021,22,163.1194735,0,47,49,21,150
5022,22,163.1176815,1,85,50,21,151
5023,22,162.9731245,1,63,49,21,141
5024,22,162.8082685,1,62,52,21,136
5025,22,162.6692605,0,43,50,21,151
5026,22,162.6511155,0,5,46,21,158
5027,22,162.5792845,0,5,46,21,151
5028,22,162.5719745,0,16,47,21,136
5029,22,162.5066065,0,18,46,21,142
5030,6,162.4346122,8,584,68,15,414
5031,14,162.2684878,0,9,45,19,563
5032,22,162.2299565,0,10,46,21,163
5033,22,162.2283265,0,10,46,21,165
5034,22,162.1916795,0,31,45,21,148
5035,22,162.1795145,0,5,45,21,148
5036,6,161.948689,0,17,57,21,408
5037,22,161.9385105,0,10,48,19,149
5038,22,161.9257975,0,11,46,19,149
5039,22,161.8761705,0,12,48,21,146
5040,22,161.7614295,0,26,51,21,138
5041,22,161.7588025,0,17,48,21,157
5042,22,161.6119395,0,20,50,21,150
5043,6,161.5522495,0,3,50,19,558
5044,22,161.3615445,0,16,48,19,158
5045,22,161.2630425,1,80,50,19,146
5046,11,161.08493,0,28,47,25,398
5047,10,161.042329,0,4,45,27,384
5048,16,161.018369,0,38,45,21,426
5049,22,160.9081385,8,316,58,19,114
5050,6,160.9013675,1,7,72,15,343
5051,6,160.899184,21,702,79,15,282
5052,5,160.898835,9,324,45,19,416
5053,7,160.8988345,11,394,46,19,437
5054,4,160.8988232,8,300,45,19,396
5055,1,160.8988122,8,311,45,19,411
5056,8,160.8987992,6,244,45,15,413
5057,3,160.8987975,7,24,45,19,426
5058,2,160.898787,6,240,45,15,431
5059,22,160.6950295,0,32,47,21,164
5060,22,160.4775545,1,84,49,21,138
5061,6,160.264552,2,391,62,15,591
5062,6,160.2619682,2,163,71,15,389
5063,6,160.2611185,8,220,73,15,280
5064,22,160.1006125,0,24,50,19,161
5065,22,159.8935125,1,70,50,19,139
5066,13,159.720023,0,4,45,21,424
5067,10,159.673429,0,0,45,27,395
5068,22,159.6438905,2,350,50,19,112
5069,22,159.5488345,0,5,46,21,171
5070,22,159.0962615,0,5,45,19,142
